dteday,hr,datetime,cnt,temp,hum,windspeed,traffic_factor,weather_condition,holiday_flag,weekend_flag,area_name,bike_model,event_name,base_price,surge_multiplier,final_price,zone
2024-04-26,0,2024-04-26 00:00:00,604,25.8,47.1,0.2,0.78,Clear,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-04-26,1,2024-04-26 01:00:00,629,28.2,44.9,0.8,0.78,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-26,2,2024-04-26 02:00:00,694,27.4,52.9,3.6,0.73,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-26,3,2024-04-26 03:00:00,673,26.3,51.4,7.9,0.77,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-26,4,2024-04-26 04:00:00,518,30.3,46.9,1.1,0.72,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-04-26,5,2024-04-26 05:00:00,800,33.2,56.0,5.0,0.77,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-26,6,2024-04-26 06:00:00,953,29.8,52.3,4.0,0.8,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-26,7,2024-04-26 07:00:00,1166,29.6,57.3,6.5,0.79,Clear,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-04-26,8,2024-04-26 08:00:00,996,32.2,47.7,1.2,0.87,Foggy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-26,9,2024-04-26 09:00:00,1167,27.1,55.0,4.4,0.84,Clear,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-04-26,10,2024-04-26 10:00:00,942,28.4,54.8,4.1,0.75,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-26,11,2024-04-26 11:00:00,345,29.6,48.8,13.4,0.73,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-04-26,12,2024-04-26 12:00:00,297,30.1,48.5,9.2,0.7,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-04-26,13,2024-04-26 13:00:00,511,24.3,45.9,2.3,0.78,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-04-26,14,2024-04-26 14:00:00,685,30.2,46.4,14.0,0.72,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-26,15,2024-04-26 15:00:00,581,32.1,46.2,0.5,0.8,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-04-26,16,2024-04-26 16:00:00,847,28.5,54.1,6.8,0.77,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-26,17,2024-04-26 17:00:00,708,31.3,55.4,1.7,0.8,Light Rain,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-26,18,2024-04-26 18:00:00,938,30.4,46.4,7.3,0.81,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-26,19,2024-04-26 19:00:00,1044,29.2,44.7,20.3,0.77,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-26,20,2024-04-26 20:00:00,749,31.0,48.4,13.0,0.82,Foggy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-26,21,2024-04-26 21:00:00,823,28.8,48.0,6.0,0.8,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-26,22,2024-04-26 22:00:00,269,28.6,54.0,4.2,0.79,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-04-26,23,2024-04-26 23:00:00,670,31.7,57.7,2.6,0.74,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-27,0,2024-04-27 00:00:00,713,34.5,45.3,7.4,0.77,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-27,1,2024-04-27 01:00:00,709,33.1,49.2,2.5,0.78,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-27,2,2024-04-27 02:00:00,692,32.5,51.7,10.1,0.73,Cloudy,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-27,3,2024-04-27 03:00:00,542,30.9,52.5,0.3,0.76,Light Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2024-04-27,4,2024-04-27 04:00:00,819,31.7,46.8,6.9,0.73,Clear,1,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-27,5,2024-04-27 05:00:00,975,24.6,55.4,0.7,0.79,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-27,6,2024-04-27 06:00:00,1043,30.1,41.4,0.2,0.75,Cloudy,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-27,7,2024-04-27 07:00:00,836,33.4,55.0,10.7,0.81,Light Rain,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-27,8,2024-04-27 08:00:00,1358,31.6,47.2,0.1,0.82,Clear,0,1,Bangalore,All,None,65.0,1.25,81.25,City
2024-04-27,9,2024-04-27 09:00:00,1188,29.8,47.7,12.3,0.83,Cloudy,0,1,Bangalore,All,None,65.0,1.25,81.25,City
2024-04-27,10,2024-04-27 10:00:00,772,31.4,59.1,0.7,0.81,Light Rain,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-27,11,2024-04-27 11:00:00,769,31.3,45.6,5.4,0.81,Foggy,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-27,12,2024-04-27 12:00:00,853,28.8,43.3,4.8,0.8,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-27,13,2024-04-27 13:00:00,803,29.9,48.2,9.5,0.7,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-27,14,2024-04-27 14:00:00,756,25.9,50.4,3.5,0.73,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-27,15,2024-04-27 15:00:00,834,30.0,54.0,13.1,0.76,Cloudy,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-27,16,2024-04-27 16:00:00,998,28.7,48.4,16.0,0.82,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-27,17,2024-04-27 17:00:00,928,29.4,52.5,9.2,0.78,Foggy,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-27,18,2024-04-27 18:00:00,1154,27.1,54.7,7.6,0.78,Clear,0,1,Bangalore,All,None,65.0,1.25,81.25,City
2024-04-27,19,2024-04-27 19:00:00,999,31.6,46.6,6.3,0.8,Cloudy,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-27,20,2024-04-27 20:00:00,426,24.8,57.1,8.0,0.82,Heavy Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2024-04-27,21,2024-04-27 21:00:00,891,30.4,46.4,3.3,0.79,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-27,22,2024-04-27 22:00:00,659,29.3,49.3,1.2,0.78,Foggy,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-27,23,2024-04-27 23:00:00,774,30.9,53.4,5.7,0.69,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-28,0,2024-04-28 00:00:00,736,28.0,50.8,3.4,0.71,Cloudy,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-28,1,2024-04-28 01:00:00,512,28.5,45.9,7.5,0.73,Light Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2024-04-28,2,2024-04-28 02:00:00,727,29.4,46.2,3.1,0.78,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-28,3,2024-04-28 03:00:00,696,28.0,49.7,4.6,0.77,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-28,4,2024-04-28 04:00:00,321,30.7,47.5,1.5,0.73,Heavy Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2024-04-28,5,2024-04-28 05:00:00,882,31.8,44.2,10.3,0.78,Cloudy,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-28,6,2024-04-28 06:00:00,725,28.0,43.9,8.9,0.77,Light Rain,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-28,7,2024-04-28 07:00:00,1213,32.7,41.5,3.5,0.83,Clear,0,1,Bangalore,All,None,65.0,1.25,81.25,City
2024-04-28,8,2024-04-28 08:00:00,1296,30.2,48.9,2.1,0.85,Clear,0,1,Bangalore,All,None,65.0,1.25,81.25,City
2024-04-28,9,2024-04-28 09:00:00,508,30.2,50.2,7.2,0.78,Heavy Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2024-04-28,10,2024-04-28 10:00:00,1100,30.8,44.1,14.1,0.85,Clear,0,1,Bangalore,All,None,65.0,1.25,81.25,City
2024-04-28,11,2024-04-28 11:00:00,889,28.0,48.7,5.7,0.72,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-28,12,2024-04-28 12:00:00,568,29.3,39.7,5.5,0.79,Light Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2024-04-28,13,2024-04-28 13:00:00,771,33.6,45.1,25.9,0.69,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-28,14,2024-04-28 14:00:00,807,29.2,53.2,1.9,0.76,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-28,15,2024-04-28 15:00:00,877,28.8,46.5,8.2,0.77,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-28,16,2024-04-28 16:00:00,1001,29.6,50.5,2.0,0.78,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-28,17,2024-04-28 17:00:00,437,28.6,55.9,14.7,0.85,Heavy Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2024-04-28,18,2024-04-28 18:00:00,1121,28.5,53.9,10.3,0.85,Clear,0,1,Bangalore,All,None,65.0,1.25,81.25,City
2024-04-28,19,2024-04-28 19:00:00,1127,27.8,47.6,5.3,0.76,Clear,0,1,Bangalore,All,None,65.0,1.25,81.25,City
2024-04-28,20,2024-04-28 20:00:00,720,31.6,48.5,10.2,0.77,Light Rain,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-28,21,2024-04-28 21:00:00,859,30.8,48.2,10.4,0.75,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-28,22,2024-04-28 22:00:00,547,28.0,51.6,4.4,0.7,Light Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2024-04-28,23,2024-04-28 23:00:00,705,27.3,46.7,11.0,0.77,Cloudy,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-29,0,2024-04-29 00:00:00,658,31.2,43.4,0.1,0.75,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-29,1,2024-04-29 01:00:00,683,29.4,54.8,5.8,0.77,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-29,2,2024-04-29 02:00:00,623,31.8,52.8,4.0,0.75,Cloudy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-04-29,3,2024-04-29 03:00:00,648,30.1,51.5,3.1,0.75,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-29,4,2024-04-29 04:00:00,727,30.7,48.0,0.8,0.75,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-29,5,2024-04-29 05:00:00,795,33.2,52.0,7.7,0.72,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-29,6,2024-04-29 06:00:00,1026,30.9,58.7,13.5,0.8,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-29,7,2024-04-29 07:00:00,1146,29.3,50.6,5.0,0.85,Clear,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-04-29,8,2024-04-29 08:00:00,1154,28.4,48.3,5.2,0.82,Clear,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-04-29,9,2024-04-29 09:00:00,1089,29.3,48.3,1.1,0.87,Cloudy,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-04-29,10,2024-04-29 10:00:00,709,30.4,48.8,3.9,0.81,Light Rain,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-29,11,2024-04-29 11:00:00,791,29.0,46.3,6.6,0.77,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-29,12,2024-04-29 12:00:00,551,28.9,58.3,8.6,0.78,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-04-29,13,2024-04-29 13:00:00,675,28.5,57.0,0.2,0.75,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-29,14,2024-04-29 14:00:00,510,29.9,46.0,11.9,0.7,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-04-29,15,2024-04-29 15:00:00,558,25.8,45.3,5.7,0.73,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-04-29,16,2024-04-29 16:00:00,859,26.8,47.6,1.5,0.74,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-29,17,2024-04-29 17:00:00,436,33.2,52.7,2.6,0.83,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-04-29,18,2024-04-29 18:00:00,1100,26.2,56.9,2.0,0.81,Clear,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-04-29,19,2024-04-29 19:00:00,982,33.3,55.5,11.6,0.84,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-29,20,2024-04-29 20:00:00,831,30.6,55.0,0.0,0.82,Foggy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-29,21,2024-04-29 21:00:00,816,31.6,48.2,15.2,0.76,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-29,22,2024-04-29 22:00:00,715,28.4,52.0,3.4,0.77,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-29,23,2024-04-29 23:00:00,669,28.8,50.2,6.5,0.76,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-30,0,2024-04-30 00:00:00,712,28.4,50.4,3.9,0.77,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-30,1,2024-04-30 01:00:00,267,29.5,47.8,6.3,0.73,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-04-30,2,2024-04-30 02:00:00,672,31.6,46.3,0.9,0.75,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-30,3,2024-04-30 03:00:00,682,30.1,56.9,19.2,0.72,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-30,4,2024-04-30 04:00:00,721,29.2,56.9,0.6,0.72,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-30,5,2024-04-30 05:00:00,789,33.9,47.1,5.1,0.72,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-30,6,2024-04-30 06:00:00,1024,28.7,56.3,4.5,0.82,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-30,7,2024-04-30 07:00:00,1067,32.2,55.5,21.4,0.79,Cloudy,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-04-30,8,2024-04-30 08:00:00,1203,29.0,53.1,9.2,0.84,Clear,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-04-30,9,2024-04-30 09:00:00,1116,28.6,50.6,7.3,0.8,Clear,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-04-30,10,2024-04-30 10:00:00,998,29.1,43.3,9.7,0.82,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-30,11,2024-04-30 11:00:00,861,27.4,46.0,2.1,0.81,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-30,12,2024-04-30 12:00:00,756,29.7,42.9,17.9,0.77,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-30,13,2024-04-30 13:00:00,697,29.3,48.2,9.0,0.69,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-30,14,2024-04-30 14:00:00,684,31.4,46.0,5.0,0.71,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-30,15,2024-04-30 15:00:00,807,30.4,56.6,13.3,0.76,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-30,16,2024-04-30 16:00:00,919,30.5,47.0,9.6,0.81,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-30,17,2024-04-30 17:00:00,1010,31.2,48.2,4.6,0.84,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-30,18,2024-04-30 18:00:00,1002,28.9,58.9,2.4,0.84,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-30,19,2024-04-30 19:00:00,1072,30.3,58.2,4.1,0.77,Clear,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-04-30,20,2024-04-30 20:00:00,936,29.1,42.9,1.0,0.76,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-04-30,21,2024-04-30 21:00:00,797,27.6,45.6,15.4,0.77,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-30,22,2024-04-30 22:00:00,730,32.5,43.3,12.3,0.78,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-04-30,23,2024-04-30 23:00:00,463,30.7,50.5,2.0,0.78,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-05-01,0,2024-05-01 00:00:00,499,28.4,58.1,16.9,0.75,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-05-01,1,2024-05-01 01:00:00,454,30.0,65.5,4.8,0.72,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-05-01,2,2024-05-01 02:00:00,694,30.7,61.7,9.0,0.78,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-05-01,3,2024-05-01 03:00:00,720,31.8,51.6,7.8,0.71,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-05-01,4,2024-05-01 04:00:00,741,28.0,55.9,4.2,0.75,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-05-01,5,2024-05-01 05:00:00,619,26.3,57.2,7.4,0.82,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-05-01,6,2024-05-01 06:00:00,713,29.2,57.4,10.9,0.83,Light Rain,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-05-01,7,2024-05-01 07:00:00,1234,27.5,61.6,1.0,0.84,Clear,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-05-01,8,2024-05-01 08:00:00,1206,30.5,69.0,3.7,0.81,Cloudy,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-05-01,9,2024-05-01 09:00:00,797,29.7,64.8,2.9,0.87,Light Rain,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-05-01,10,2024-05-01 10:00:00,423,29.5,60.2,6.7,0.76,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-05-01,11,2024-05-01 11:00:00,885,30.0,60.7,5.0,0.81,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-05-01,12,2024-05-01 12:00:00,792,30.7,57.4,8.2,0.79,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-05-01,13,2024-05-01 13:00:00,806,29.0,56.8,10.8,0.75,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-05-01,14,2024-05-01 14:00:00,711,29.6,61.4,7.5,0.7,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-05-01,15,2024-05-01 15:00:00,862,30.1,64.3,5.1,0.78,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-05-01,16,2024-05-01 16:00:00,950,28.4,50.6,13.8,0.82,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-05-01,17,2024-05-01 17:00:00,976,28.4,65.9,12.8,0.81,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-05-01,18,2024-05-01 18:00:00,879,24.3,63.9,5.0,0.78,Light Rain,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-05-01,19,2024-05-01 19:00:00,1058,28.0,62.2,1.1,0.82,Cloudy,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-05-01,20,2024-05-01 20:00:00,621,27.8,57.6,3.6,0.81,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-05-01,21,2024-05-01 21:00:00,721,28.0,59.2,5.1,0.76,Foggy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-05-01,22,2024-05-01 22:00:00,718,28.2,66.9,5.1,0.72,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-05-01,23,2024-05-01 23:00:00,683,30.6,62.0,5.0,0.69,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-05-02,0,2024-05-02 00:00:00,968,25.5,56.3,4.6,0.75,Clear,1,0,Bangalore,All,IPL Match Days,65.0,1.17,76.05,City
2024-05-02,1,2024-05-02 01:00:00,987,25.2,58.6,4.5,0.69,Cloudy,1,0,Bangalore,All,IPL Match Days,65.0,1.17,76.05,City
2024-05-02,2,2024-05-02 02:00:00,948,28.1,69.2,8.5,0.73,Cloudy,1,0,Bangalore,All,IPL Match Days,65.0,1.17,76.05,City
2024-05-02,3,2024-05-02 03:00:00,1106,29.3,58.2,4.5,0.78,Clear,1,0,Bangalore,All,IPL Match Days,65.0,1.25,81.25,City
2024-05-02,4,2024-05-02 04:00:00,796,29.8,64.9,1.6,0.79,Light Rain,1,0,Bangalore,All,IPL Match Days,65.0,1.08,70.2,City
2024-05-02,5,2024-05-02 05:00:00,1301,24.8,57.0,6.1,0.77,Clear,1,0,Bangalore,All,IPL Match Days,65.0,1.25,81.25,City
2024-05-02,6,2024-05-02 06:00:00,1548,30.8,66.4,0.8,0.81,Clear,1,0,Bangalore,All,IPL Match Days,65.0,1.25,81.25,City
2024-05-02,7,2024-05-02 07:00:00,1654,28.8,57.0,4.6,0.87,Cloudy,1,0,Bangalore,All,IPL Match Days,65.0,1.25,81.25,City
2024-05-02,8,2024-05-02 08:00:00,1760,27.6,69.9,4.3,0.84,Clear,1,0,Bangalore,All,IPL Match Days,65.0,1.25,81.25,City
2024-05-02,9,2024-05-02 09:00:00,1696,27.3,62.9,5.3,0.81,Clear,1,0,Bangalore,All,IPL Match Days,65.0,1.25,81.25,City
2024-05-02,10,2024-05-02 10:00:00,1505,29.4,62.2,0.2,0.75,Clear,1,0,Bangalore,All,IPL Match Days,65.0,1.25,81.25,City
2024-05-02,11,2024-05-02 11:00:00,1315,25.4,63.1,4.3,0.72,Clear,1,0,Bangalore,All,IPL Match Days,65.0,1.25,81.25,City
2024-05-02,12,2024-05-02 12:00:00,1119,27.2,61.0,2.0,0.71,Clear,1,0,Bangalore,All,IPL Match Days,65.0,1.25,81.25,City
2024-05-02,13,2024-05-02 13:00:00,939,28.9,67.9,13.6,0.73,Cloudy,1,0,Bangalore,All,IPL Match Days,65.0,1.17,76.05,City
2024-05-02,14,2024-05-02 14:00:00,757,24.2,54.2,9.9,0.78,Light Rain,1,0,Bangalore,All,IPL Match Days,65.0,1.08,70.2,City
2024-05-02,15,2024-05-02 15:00:00,1117,29.7,64.4,16.3,0.76,Cloudy,1,0,Bangalore,All,IPL Match Days,65.0,1.25,81.25,City
2024-05-02,16,2024-05-02 16:00:00,1307,27.3,51.7,6.4,0.75,Cloudy,1,0,Bangalore,All,IPL Match Days,65.0,1.25,81.25,City
2024-05-02,17,2024-05-02 17:00:00,1049,29.2,58.9,5.3,0.82,Light Rain,1,0,Bangalore,All,IPL Match Days,65.0,1.17,76.05,City
2024-05-02,18,2024-05-02 18:00:00,1571,29.5,60.5,4.2,0.81,Cloudy,1,0,Bangalore,All,IPL Match Days,65.0,1.25,81.25,City
